Grade,Category,Year,# Total Days,# Days Absent,# Days Present,% Attendance,# Contributing 10+ Total Days and 1+ Pres Day,# Chronically Absent,% Chronically Absent
PK in K-12 Schools,All Students,2021-22,6015,895,5120,85.1,41,28,68.3
PK in K-12 Schools,All Students,2022-23,10565,1548,9017,85.3,67,46,68.7
0K,All Students,2018-19,16880,2260,14620,86.6,107,51,47.7
0K,All Students,2019-20,9547,1242,8305,87.0,91,54,59.3
0K,All Students,2020-21,11733,2210,9523,81.2,77,48,62.3
0K,All Students,2021-22,9297,1533,7764,83.5,60,44,73.3
0K,All Students,2022-23,9250,1132,8118,87.8,63,32,50.8
1,All Students,2018-19,16582,1883,14699,88.6,104,50,48.1
1,All Students,2019-20,9814,1033,8781,89.5,92,40,43.5
1,All Students,2020-21,13095,1962,11133,85.0,78,38,48.7
1,All Students,2021-22,12791,1883,10908,85.3,83,48,57.8
1,All Students,2022-23,11494,1670,9824,85.5,73,46,63.0
2,All Students,2018-19,17892,2043,15849,88.6,116,46,39.7
2,All Students,2019-20,9939,990,8949,90.0,93,35,37.6
2,All Students,2020-21,15058,1210,13848,92.0,90,27,30.0
2,All Students,2021-22,12561,1823,10738,85.5,80,48,60.0
2,All Students,2022-23,12814,1424,11390,88.9,80,39,48.8
3,All Students,2018-19,19117,1881,17236,90.2,122,47,38.5
3,All Students,2019-20,10504,893,9611,91.5,99,36,36.4
3,All Students,2020-21,14246,2011,12235,85.9,86,44,51.2
3,All Students,2021-22,14182,1729,12453,87.8,83,42,50.6
3,All Students,2022-23,12880,1430,11450,88.9,83,40,48.2
4,All Students,2018-19,16484,1616,14868,90.2,102,46,45.1
4,All Students,2019-20,12032,923,11109,92.3,109,30,27.5
4,All Students,2020-21,14910,1997,12913,86.6,89,38,42.7
4,All Students,2021-22,13347,1564,11783,88.3,78,38,48.7
4,All Students,2022-23,13238,1126,12112,91.5,81,28,34.6
5,All Students,2018-19,18616,1299,17317,93.0,112,32,28.6
5,All Students,2019-20,9836,864,8972,91.2,92,29,31.5
5,All Students,2020-21,17681,1979,15702,88.8,102,39,38.2
5,All Students,2021-22,15210,2146,13064,85.9,94,55,58.5
5,All Students,2022-23,14913,1236,13677,91.7,87,28,32.2
6,All Students,2020-21,167,s,s,s,s,s,s
All Grades,All Students,2018-19,50225,6766,43459,86.5,332,169,50.9
All Grades,All Students,2019-20,32564,4227,28337,87.0,313,141,45.0
All Grades,All Students,2020-21,41206,7334,33872,82.2,257,132,51.4
All Grades,All Students,2021-22,37925,6257,31668,83.5,251,166,66.1
All Grades,All Students,2022-23,34090,5101,28989,85.0,224,133,59.4
PK in K-12 Schools,All Students,2018-19,23083,3712,19371,83.9,160,97,60.6
PK in K-12 Schools,All Students,2019-20,16334,2522,13812,84.6,159,81,50.9
PK in K-12 Schools,All Students,2020-21,14469,2980,11489,79.4,97,61,62.9
PK in K-12 Schools,All Students,2021-22,10758,1987,8771,81.5,75,57,76.0
PK in K-12 Schools,All Students,2022-23,10237,1534,8703,85.0,70,44,62.9
0K,All Students,2018-19,4315,584,3731,86.5,29,13,44.8
0K,All Students,2019-20,2523,347,2176,86.2,25,10,40.0
0K,All Students,2020-21,6165,911,5254,85.2,38,18,47.4
0K,All Students,2021-22,6353,1004,5349,84.2,41,26,63.4
0K,All Students,2022-23,4119,683,3436,83.4,27,19,70.4
1,All Students,2018-19,4205,509,3696,87.9,27,11,40.7
1,All Students,2019-20,2975,294,2681,90.1,29,10,34.5
1,All Students,2020-21,3598,1048,2550,70.9,22,14,63.6
1,All Students,2021-22,5750,879,4871,84.7,39,22,56.4
1,All Students,2022-23,5535,901,4634,83.7,37,21,56.8
2,All Students,2018-19,4570,483,4087,89.4,28,13,46.4
2,All Students,2019-20,3086,361,2725,88.3,29,12,41.4
2,All Students,2020-21,4526,663,3863,85.4,27,10,37.0
2,All Students,2021-22,3484,675,2809,80.6,23,17,73.9
2,All Students,2022-23,4508,599,3909,86.7,30,16,53.3
3,All Students,2018-19,4516,530,3986,88.3,31,15,48.4
3,All Students,2019-20,2477,238,2239,90.4,24,9,37.5
3,All Students,2020-21,4725,693,4032,85.3,27,11,40.7
3,All Students,2021-22,3518,661,2857,81.2,23,18,78.3
3,All Students,2022-23,2614,531,2083,79.7,16,11,68.8
4,All Students,2018-19,4780,538,4242,88.7,28,12,42.9
4,All Students,2019-20,2527,231,2296,90.9,24,9,37.5
4,All Students,2020-21,3547,659,2888,81.4,22,12,54.5
4,All Students,2021-22,4343,545,3798,87.5,27,12,44.4
4,All Students,2022-23,3379,544,2835,83.9,21,14,66.7
5,All Students,2018-19,4756,410,4346,91.4,29,8,27.6
5,All Students,2019-20,2642,234,2408,91.1,24,10,41.7
5,All Students,2020-21,4176,380,3796,90.9,24,6,25.0
5,All Students,2021-22,3719,506,3213,86.4,23,14,60.9
5,All Students,2022-23,3698,309,3389,91.6,23,8,34.8
All Grades,All Students,2018-19,61273,8494,52779,86.1,408,218,53.4
All Grades,All Students,2019-20,36729,4560,32169,87.6,350,175,50.0
All Grades,All Students,2020-21,48649,6955,41694,85.7,302,118,39.1
All Grades,All Students,2021-22,49140,8152,40988,83.4,320,177,55.3
All Grades,All Students,2022-23,54233,8445,45788,84.4,367,207,56.4
PK in K-12 Schools,All Students,2018-19,12421,2279,10142,81.7,85,57,67.1
PK in K-12 Schools,All Students,2019-20,6941,912,6029,86.9,74,37,50.0
PK in K-12 Schools,All Students,2020-21,7658,1354,6304,82.3,50,28,56.0
PK in K-12 Schools,All Students,2021-22,8297,1800,6497,78.3,61,49,80.3
PK in K-12 Schools,All Students,2022-23,9440,2038,7402,78.4,70,56,80.0
0K,All Students,2018-19,4316,802,3514,81.4,28,19,67.9
0K,All Students,2019-20,2931,542,2389,81.5,26,21,80.8
0K,All Students,2020-21,3013,464,2549,84.6,21,8,38.1
0K,All Students,2021-22,4651,854,3797,81.6,28,14,50.0
0K,All Students,2022-23,4344,631,3713,85.5,30,16,53.3
1,All Students,2018-19,4062,682,3380,83.2,31,21,67.7
1,All Students,2019-20,2541,402,2139,84.2,26,16,61.5
1,All Students,2020-21,4133,1191,2942,71.2,25,18,72.0
1,All Students,2021-22,3376,456,2920,86.5,24,11,45.8
1,All Students,2022-23,4249,559,3690,86.8,28,14,50.0
2,All Students,2018-19,4391,681,3710,84.5,28,19,67.9
2,All Students,2019-20,2082,316,1766,84.8,21,12,57.1
2,All Students,2020-21,3999,900,3099,77.5,25,13,52.0
2,All Students,2021-22,4155,640,3515,84.6,27,18,66.7
2,All Students,2022-23,3275,352,2923,89.3,22,10,45.5
3,All Students,2018-19,4704,541,4163,88.5,30,15,50.0
3,All Students,2019-20,3302,363,2939,89.0,29,13,44.8
3,All Students,2020-21,2993,505,2488,83.1,19,9,47.4
3,All Students,2021-22,2942,s,s,s,s,s,s
3,All Students,2022-23,4592,671,3921,85.4,30,17,56.7
4,All Students,2018-19,7217,832,6385,88.5,47,19,40.4
4,All Students,2019-20,2640,332,2308,87.4,25,15,60.0
4,All Students,2020-21,4792,572,4220,88.1,30,9,30.0
4,All Students,2021-22,4543,1022,3521,77.5,27,15,55.6
4,All Students,2022-23,3991,635,3356,84.1,29,15,51.7
5,All Students,2018-19,4228,555,3673,86.9,28,10,35.7
5,All Students,2019-20,3773,363,3410,90.4,33,12,36.4
5,All Students,2020-21,3941,341,3600,91.3,25,8,32.0
5,All Students,2021-22,5443,690,4753,87.3,35,16,45.7
5,All Students,2022-23,4549,789,3760,82.7,32,19,59.4
6,All Students,2018-19,6894,880,6014,87.2,44,25,56.8
6,All Students,2019-20,3268,411,2857,87.4,31,14,45.2
6,All Students,2020-21,6351,480,5871,92.4,38,9,23.7
6,All Students,2021-22,5400,871,4529,83.9,36,19,52.8
6,All Students,2022-23,6477,872,5605,86.5,38,17,44.7
7,All Students,2018-19,6876,645,6231,90.6,46,18,39.1
7,All Students,2019-20,4522,497,4025,89.0,41,17,41.5
7,All Students,2020-21,4773,546,4227,88.6,28,6,21.4
7,All Students,2021-22,6811,969,5842,85.8,40,18,45.0
7,All Students,2022-23,6248,1091,5157,82.5,41,23,56.1
8,All Students,2018-19,6164,597,5567,90.3,41,15,36.6
8,All Students,2019-20,4729,422,4307,91.1,44,18,40.9
8,All Students,2020-21,6996,602,6394,91.4,41,10,24.4
8,All Students,2021-22,3493,483,3010,86.2,21,8,38.1
8,All Students,2022-23,7068,807,6261,88.6,47,20,42.6
9,All Students,2021-22,29,s,s,s,s,s,s
All Grades,All Students,2018-19,92417,11353,81064,87.7,581,293,50.4
All Grades,All Students,2019-20,59081,6156,52925,89.6,552,227,41.1
All Grades,All Students,2020-21,80128,11553,68575,85.6,474,240,50.6
All Grades,All Students,2021-22,77803,11773,66030,84.9,468,272,58.1
All Grades,All Students,2022-23,81132,12328,68804,84.8,515,318,61.7
PK in K-12 Schools,All Students,2018-19,4970,1145,3825,77.0,41,33,80.5
PK in K-12 Schools,All Students,2019-20,4774,687,4087,85.6,49,27,55.1
PK in K-12 Schools,All Students,2020-21,1590,256,1334,83.9,11,5,45.5
PK in K-12 Schools,All Students,2021-22,5785,s,s,s,s,s,s
PK in K-12 Schools,All Students,2022-23,3351,530,2821,84.2,25,16,64.0
0K,All Students,2018-19,10502,1501,9001,85.7,62,36,58.1
0K,All Students,2019-20,6490,974,5516,85.0,60,31,51.7
0K,All Students,2020-21,7706,1204,6502,84.4,51,32,62.7
0K,All Students,2021-22,6674,1097,5577,83.6,42,31,73.8
0K,All Students,2022-23,9621,1668,7953,82.7,60,44,73.3
1,All Students,2018-19,9147,1289,7858,85.9,61,30,49.2
1,All Students,2019-20,6315,744,5571,88.2,57,27,47.4
1,All Students,2020-21,8782,1363,7419,84.5,51,27,52.9
1,All Students,2021-22,7850,1213,6637,84.5,47,29,61.7
1,All Students,2022-23,8353,1387,6966,83.4,51,38,74.5
2,All Students,2018-19,8702,1051,7651,87.9,55,30,54.5
2,All Students,2019-20,5788,556,5232,90.4,55,21,38.2
2,All Students,2020-21,8946,1230,7716,86.3,52,27,51.9
2,All Students,2021-22,7578,1333,6245,82.4,46,32,69.6
2,All Students,2022-23,6773,958,5815,85.9,45,27,60.0
3,All Students,2018-19,12975,1494,11481,88.5,78,40,51.3
3,All Students,2019-20,6109,555,5554,90.9,57,24,42.1
3,All Students,2020-21,7471,885,6586,88.2,43,19,44.2
3,All Students,2021-22,7713,1311,6402,83.0,46,24,52.2
3,All Students,2022-23,8010,1385,6625,82.7,47,32,68.1
4,All Students,2018-19,9496,901,8595,90.5,58,22,37.9
4,All Students,2019-20,7083,656,6427,90.7,64,21,32.8
4,All Students,2020-21,9091,1161,7930,87.2,52,26,50.0
4,All Students,2021-22,7771,906,6865,88.3,45,22,48.9
4,All Students,2022-23,7929,1322,6607,83.3,55,36,65.5
5,All Students,2018-19,10235,1122,9113,89.0,63,29,46.0
5,All Students,2019-20,5734,378,5356,93.4,52,15,28.8
5,All Students,2020-21,9304,1373,7931,85.2,55,29,52.7
5,All Students,2021-22,9456,1163,8293,87.7,55,27,49.1
5,All Students,2022-23,8697,1022,7675,88.2,54,29,53.7
6,All Students,2018-19,8730,954,7776,89.1,55,23,41.8
6,All Students,2019-20,6395,652,5743,89.8,62,28,45.2
6,All Students,2020-21,8871,1074,7797,87.9,52,19,36.5
6,All Students,2021-22,8074,1265,6809,84.3,48,25,52.1
6,All Students,2022-23,10157,1531,8626,84.9,66,38,57.6
7,All Students,2018-19,8091,844,7247,89.6,49,24,49.0
7,All Students,2019-20,5637,480,5157,91.5,53,18,34.0
7,All Students,2020-21,9792,1604,8188,83.6,56,35,62.5
7,All Students,2021-22,8275,960,7315,88.4,50,24,48.0
7,All Students,2022-23,8389,1381,7008,83.5,53,33,62.3
8,All Students,2018-19,9569,1052,8517,89.0,59,26,44.1
8,All Students,2019-20,4755,s,s,s,s,s,s
8,All Students,2020-21,8575,1403,7172,83.6,51,21,41.2
8,All Students,2021-22,8625,1236,7389,85.7,53,28,52.8
8,All Students,2022-23,9852,1144,8708,88.4,59,25,42.4
9,All Students,2019-20,1,s,s,s,s,s,s
9,All Students,2021-22,2,s,s,s,s,s,s
All Grades,All Students,2018-19,52109,5278,46831,89.9,331,131,39.6
All Grades,All Students,2019-20,32560,3485,29075,89.3,308,123,39.9
All Grades,All Students,2020-21,45910,3670,42240,92.0,273,67,24.5
All Grades,All Students,2021-22,41936,6863,35073,83.6,255,160,62.7
All Grades,All Students,2022-23,41856,5027,36829,88.0,252,125,49.6
PK in K-12 Schools,All Students,2018-19,8232,1053,7179,87.2,58,29,50.0
PK in K-12 Schools,All Students,2019-20,6074,917,5157,84.9,62,35,56.5
PK in K-12 Schools,All Students,2020-21,6881,952,5929,86.2,41,20,48.8
PK in K-12 Schools,All Students,2021-22,5999,1122,4877,81.3,40,29,72.5
PK in K-12 Schools,All Students,2022-23,7107,979,6128,86.2,44,21,47.7
0K,All Students,2018-19,5969,835,5134,86.0,41,22,53.7
0K,All Students,2019-20,3352,391,2961,88.3,32,13,40.6
0K,All Students,2020-21,6546,769,5777,88.3,40,15,37.5
0K,All Students,2021-22,5766,790,4976,86.3,36,21,58.3
0K,All Students,2022-23,5186,726,4460,86.0,33,24,72.7
1,All Students,2018-19,6640,792,5848,88.1,43,24,55.8
1,All Students,2019-20,4029,476,3553,88.2,36,17,47.2
1,All Students,2020-21,5448,s,s,s,s,s,s
1,All Students,2021-22,6855,1259,5596,81.6,41,29,70.7
1,All Students,2022-23,5524,619,4905,88.8,33,13,39.4
2,All Students,2018-19,7421,617,6804,91.7,46,15,32.6
2,All Students,2019-20,4144,440,3704,89.4,39,18,46.2
2,All Students,2020-21,5973,519,5454,91.3,35,6,17.1
2,All Students,2021-22,5623,836,4787,85.1,33,17,51.5
2,All Students,2022-23,5836,613,5223,89.5,33,14,42.4
3,All Students,2018-19,7515,690,6825,90.8,47,14,29.8
3,All Students,2019-20,4603,392,4211,91.5,44,16,36.4
3,All Students,2020-21,6240,504,5736,91.9,38,9,23.7
3,All Students,2021-22,5329,869,4460,83.7,33,19,57.6
3,All Students,2022-23,6161,705,5456,88.6,37,17,45.9
4,All Students,2018-19,8672,729,7943,91.6,52,17,32.7
4,All Students,2019-20,4825,420,4405,91.3,45,13,28.9
4,All Students,2020-21,7321,149,7172,98.0,43,3,7.0
4,All Students,2021-22,5814,1050,4764,81.9,34,23,67.6
4,All Students,2022-23,5879,652,5227,88.9,36,18,50.0
5,All Students,2018-19,7660,562,7098,92.7,44,10,22.7
5,All Students,2019-20,5533,449,5084,91.9,50,11,22.0
5,All Students,2020-21,7432,321,7111,95.7,43,4,9.3
5,All Students,2021-22,6550,937,5613,85.7,38,22,57.9
5,All Students,2022-23,6163,733,5430,88.1,36,18,50.0
8,All Students,2020-21,69,s,s,s,s,s,s
All Grades,All Students,2018-19,50544,5242,45302,89.6,322,134,41.6
All Grades,All Students,2019-20,34961,3923,31038,88.8,325,140,43.1
All Grades,All Students,2020-21,49786,4572,45214,90.8,305,96,31.5
All Grades,All Students,2021-22,54103,7611,46492,85.9,343,180,52.5
All Grades,All Students,2022-23,60568,7717,52851,87.3,397,183,46.1
PK in K-12 Schools,All Students,2018-19,11081,1588,9493,85.7,72,43,59.7
PK in K-12 Schools,All Students,2019-20,7145,1308,5837,81.7,66,42,63.6
PK in K-12 Schools,All Students,2020-21,8270,1462,6808,82.3,51,28,54.9
PK in K-12 Schools,All Students,2021-22,10327,2327,8000,77.5,67,51,76.1
PK in K-12 Schools,All Students,2022-23,11344,2000,9344,82.4,78,51,65.4
0K,All Students,2018-19,6735,869,5866,87.1,43,26,60.5
0K,All Students,2019-20,4361,499,3862,88.6,43,21,48.8
0K,All Students,2020-21,7855,937,6918,88.1,50,21,42.0
0K,All Students,2021-22,7623,1314,6309,82.8,50,36,72.0
0K,All Students,2022-23,8425,1350,7075,84.0,53,34,64.2
1,All Students,2018-19,7011,708,6303,89.9,45,15,33.3
1,All Students,2019-20,4591,485,4106,89.4,41,17,41.5
1,All Students,2020-21,6620,456,6164,93.1,39,13,33.3
1,All Students,2021-22,8503,824,7679,90.3,54,19,35.2
1,All Students,2022-23,8481,965,7516,88.6,52,23,44.2
2,All Students,2018-19,7943,775,7168,90.2,51,19,37.3
2,All Students,2019-20,4980,489,4491,90.2,48,21,43.8
2,All Students,2020-21,6673,255,6418,96.2,41,4,9.8
2,All Students,2021-22,6795,828,5967,87.8,44,23,52.3
2,All Students,2022-23,8549,808,7741,90.5,55,16,29.1
3,All Students,2018-19,4846,409,4437,91.6,33,11,33.3
3,All Students,2019-20,4587,377,4210,91.8,43,14,32.6
3,All Students,2020-21,7646,341,7305,95.5,48,7,14.6
3,All Students,2021-22,6921,789,6132,88.6,43,17,39.5
3,All Students,2022-23,7758,689,7069,91.1,50,14,28.0
4,All Students,2018-19,7557,534,7023,92.9,44,11,25.0
4,All Students,2019-20,3900,363,3537,90.7,35,11,31.4
4,All Students,2020-21,6604,416,6188,93.7,39,7,17.9
4,All Students,2021-22,6380,778,5602,87.8,39,18,46.2
4,All Students,2022-23,7513,894,6619,88.1,50,20,40.0
5,All Students,2018-19,5371,359,5012,93.3,34,9,26.5
5,All Students,2019-20,5397,402,4995,92.6,49,14,28.6
5,All Students,2020-21,6118,705,5413,88.5,37,16,43.2
5,All Students,2021-22,7554,751,6803,90.1,46,16,34.8
5,All Students,2022-23,8498,1011,7487,88.1,59,25,42.4
All Grades,All Students,2018-19,109173,12860,96313,88.2,665,299,45.0
All Grades,All Students,2019-20,64626,7630,56996,88.2,607,272,44.8
All Grades,All Students,2020-21,87964,13296,74668,84.9,520,234,45.0
All Grades,All Students,2021-22,90819,13145,77674,85.5,565,292,51.7
All Grades,All Students,2022-23,92719,10471,82248,88.7,603,256,42.5
PK in K-12 Schools,All Students,2018-19,11476,1613,9863,85.9,72,42,58.3
PK in K-12 Schools,All Students,2019-20,7127,904,6223,87.3,67,37,55.2
PK in K-12 Schools,All Students,2020-21,6296,499,5797,92.1,37,9,24.3
PK in K-12 Schools,All Students,2021-22,9328,1686,7642,81.9,66,41,62.1
PK in K-12 Schools,All Students,2022-23,10610,1267,9343,88.1,74,36,48.6
0K,All Students,2018-19,8294,1290,7004,84.4,53,29,54.7
0K,All Students,2019-20,4718,645,4073,86.3,49,24,49.0
0K,All Students,2020-21,7559,1288,6271,83.0,47,21,44.7
0K,All Students,2021-22,8198,1257,6941,84.7,51,31,60.8
0K,All Students,2022-23,6590,s,s,s,s,s,s
1,All Students,2018-19,9887,1297,8590,86.9,60,34,56.7
1,All Students,2019-20,4966,776,4190,84.4,49,27,55.1
1,All Students,2020-21,7079,1400,5679,80.2,42,23,54.8
1,All Students,2021-22,9148,1774,7374,80.6,57,39,68.4
1,All Students,2022-23,7882,797,7085,89.9,53,23,43.4
2,All Students,2018-19,10742,1137,9605,89.4,69,27,39.1
2,All Students,2019-20,6077,671,5406,89.0,56,23,41.1
2,All Students,2020-21,6500,1422,5078,78.1,40,26,65.0
2,All Students,2021-22,7152,931,6221,87.0,43,18,41.9
2,All Students,2022-23,9670,989,8681,89.8,59,24,40.7
3,All Students,2018-19,9585,1253,8332,86.9,59,29,49.2
3,All Students,2019-20,6176,691,5485,88.8,58,24,41.4
3,All Students,2020-21,8755,717,8038,91.8,52,15,28.8
3,All Students,2021-22,7417,1204,6213,83.8,49,28,57.1
3,All Students,2022-23,8137,780,7357,90.4,51,16,31.4
4,All Students,2018-19,9047,891,8156,90.2,56,22,39.3
4,All Students,2019-20,6017,607,5410,89.9,58,26,44.8
4,All Students,2020-21,8767,1212,7555,86.2,52,27,51.9
4,All Students,2021-22,7963,1010,6953,87.3,47,19,40.4
4,All Students,2022-23,8560,949,7611,88.9,56,22,39.3
5,All Students,2018-19,11786,997,10789,91.5,71,27,38.0
5,All Students,2019-20,5404,493,4911,90.9,51,17,33.3
5,All Students,2020-21,8101,1286,6815,84.1,47,22,46.8
5,All Students,2021-22,9286,1179,8107,87.3,60,25,41.7
5,All Students,2022-23,8748,814,7934,90.7,55,14,25.5
6,All Students,2018-19,13145,1257,11888,90.4,75,27,36.0
6,All Students,2019-20,7780,739,7041,90.5,69,25,36.2
6,All Students,2020-21,10860,1586,9274,85.4,64,28,43.8
6,All Students,2021-22,11846,1464,10382,87.6,69,31,44.9
6,All Students,2022-23,10512,1227,9285,88.3,68,28,41.2
7,All Students,2018-19,13275,1808,11467,86.4,78,31,39.7
7,All Students,2019-20,8282,813,7469,90.2,76,30,39.5
7,All Students,2020-21,11426,2828,8598,75.2,66,38,57.6
7,All Students,2021-22,10312,1366,8946,86.8,65,34,52.3
7,All Students,2022-23,11769,1609,10160,86.3,74,40,54.1
8,All Students,2018-19,11936,1317,10619,89.0,72,31,43.1
8,All Students,2019-20,8079,1291,6788,84.0,74,39,52.7
8,All Students,2020-21,12621,1058,11563,91.6,73,25,34.2
8,All Students,2021-22,10169,1274,8895,87.5,58,26,44.8
8,All Students,2022-23,10227,1236,8991,87.9,68,30,44.1
9,All Students,2022-23,14,s,s,s,s,s,s
All Grades,All Students,2018-19,52375,6876,45499,86.9,355,192,54.1
All Grades,All Students,2019-20,33463,3594,29869,89.3,312,140,44.9
All Grades,All Students,2020-21,45934,2068,43866,95.5,277,36,13.0
All Grades,All Students,2021-22,39663,5974,33689,84.9,259,163,62.9
All Grades,All Students,2022-23,46590,7156,39434,84.6,301,185,61.5
PK in K-12 Schools,All Students,2018-19,12487,2010,10477,83.9,88,61,69.3
PK in K-12 Schools,All Students,2019-20,8946,1005,7941,88.8,84,46,54.8
PK in K-12 Schools,All Students,2020-21,9288,275,9013,97.0,58,3,5.2
PK in K-12 Schools,All Students,2021-22,7941,1153,6788,85.5,54,36,66.7
PK in K-12 Schools,All Students,2022-23,9635,1731,7904,82.0,66,49,74.2
0K,All Students,2018-19,6500,873,5627,86.6,47,24,51.1
0K,All Students,2019-20,4990,603,4387,87.9,47,26,55.3
0K,All Students,2020-21,6721,152,6569,97.7,42,1,2.4
0K,All Students,2021-22,4506,689,3817,84.7,31,24,77.4
0K,All Students,2022-23,7666,1339,6327,82.5,49,31,63.3
1,All Students,2018-19,6853,1037,5816,84.9,50,31,62.0
1,All Students,2019-20,4744,538,4206,88.7,43,16,37.2
1,All Students,2020-21,7233,461,6772,93.6,44,10,22.7
1,All Students,2021-22,6224,789,5435,87.3,42,23,54.8
1,All Students,2022-23,5117,672,4445,86.9,34,22,64.7
2,All Students,2018-19,5835,732,5103,87.5,34,18,52.9
2,All Students,2019-20,4004,529,3475,86.8,37,18,48.6
2,All Students,2020-21,6508,297,6211,95.4,39,4,10.3
2,All Students,2021-22,5980,961,5019,83.9,38,23,60.5
2,All Students,2022-23,6420,752,5668,88.3,42,21,50.0
3,All Students,2018-19,6978,707,6271,89.9,47,19,40.4
3,All Students,2019-20,3098,278,2820,91.0,29,11,37.9
3,All Students,2020-21,5941,453,5488,92.4,35,11,31.4
3,All Students,2021-22,5853,991,4862,83.1,37,23,62.2
3,All Students,2022-23,6549,1082,5467,83.5,42,28,66.7
4,All Students,2018-19,6278,798,5480,87.3,40,19,47.5
4,All Students,2019-20,3899,271,3628,93.0,36,9,25.0
4,All Students,2020-21,4298,188,4110,95.6,25,4,16.0
4,All Students,2021-22,5052,944,4108,81.3,32,22,68.8
4,All Students,2022-23,5255,759,4496,85.6,32,17,53.1
5,All Students,2018-19,7444,719,6725,90.3,49,20,40.8
5,All Students,2019-20,3782,370,3412,90.2,36,14,38.9
5,All Students,2020-21,5945,242,5703,95.9,34,3,8.8
5,All Students,2021-22,4107,447,3660,89.1,25,12,48.0
5,All Students,2022-23,5948,821,5127,86.2,36,17,47.2
All Grades,All Students,2018-19,50432,6763,43669,86.6,302,162,53.6
All Grades,All Students,2019-20,31278,3518,27760,88.8,287,121,42.2
All Grades,All Students,2020-21,46211,3496,42715,92.4,271,79,29.2
All Grades,All Students,2021-22,46470,5920,40550,87.3,292,148,50.7
All Grades,All Students,2022-23,49606,5281,44325,89.4,310,126,40.6
6,All Students,2018-19,16020,1814,14206,88.7,99,45,45.5
6,All Students,2019-20,9180,1021,8159,88.9,85,37,43.5
6,All Students,2020-21,15383,1562,13821,89.8,91,34,37.4
6,All Students,2021-22,14330,1796,12534,87.5,94,51,54.3
6,All Students,2022-23,15190,s,s,s,s,s,s
7,All Students,2018-19,18479,2653,15826,85.6,109,60,55.0
7,All Students,2019-20,10456,1107,9349,89.4,96,37,38.5
7,All Students,2020-21,14469,1597,12872,89.0,85,42,49.4
7,All Students,2021-22,17769,2146,15623,87.9,110,48,43.6
7,All Students,2022-23,16289,1602,14687,90.2,99,42,42.4
8,All Students,2018-19,15923,s,s,s,s,s,s
8,All Students,2019-20,11642,1390,10252,88.1,106,47,44.3
8,All Students,2020-21,16359,337,16022,97.9,95,3,3.2
8,All Students,2021-22,14371,1978,12393,86.2,88,49,55.7
8,All Students,2022-23,18109,1828,16281,89.9,116,40,34.5
9,All Students,2018-19,10,s,s,s,s,s,s
9,All Students,2022-23,18,s,s,s,s,s,s
All Grades,All Students,2018-19,54596,2640,51956,95.2,313,37,11.8
All Grades,All Students,2019-20,37066,2019,35047,94.6,326,56,17.2
All Grades,All Students,2020-21,55834,3830,52004,93.1,327,77,23.5
All Grades,All Students,2021-22,57854,5311,52543,90.8,336,117,34.8
All Grades,All Students,2022-23,55364,4379,50985,92.1,318,89,28.0
6,All Students,2018-19,18670,976,17694,94.8,109,15,13.8
6,All Students,2019-20,13820,922,12898,93.3,121,26,21.5
6,All Students,2020-21,18897,1380,17517,92.7,112,23,20.5
6,All Students,2021-22,18714,1505,17209,92.0,110,32,29.1
6,All Students,2022-23,18370,1414,16956,92.3,107,31,29.0
7,All Students,2018-19,19139,879,18260,95.4,108,15,13.9
7,All Students,2019-20,11287,623,10664,94.5,101,18,17.8
7,All Students,2020-21,20993,1456,19537,93.1,122,34,27.9
7,All Students,2021-22,17969,1530,16439,91.5,106,38,35.8
7,All Students,2022-23,19136,1539,17597,92.0,110,28,25.5
8,All Students,2018-19,16787,785,16002,95.3,96,7,7.3
8,All Students,2019-20,11959,474,11485,96.0,104,12,11.5
8,All Students,2020-21,15944,994,14950,93.8,93,20,21.5
8,All Students,2021-22,21171,2276,18895,89.2,120,47,39.2
8,All Students,2022-23,17856,s,s,s,s,s,s
9,All Students,2022-23,2,s,s,s,s,s,s
All Grades,All Students,2018-19,55329,8376,46953,84.9,374,225,60.2
All Grades,All Students,2019-20,36375,4781,31594,86.9,360,195,54.2
All Grades,All Students,2020-21,49268,8002,41266,83.8,300,144,48.0
All Grades,All Students,2021-22,44009,5062,38947,88.5,305,139,45.6
All Grades,All Students,2022-23,43052,4586,38466,89.3,335,150,44.8
PK in K-12 Schools,All Students,2018-19,13866,2400,11466,82.7,101,68,67.3
PK in K-12 Schools,All Students,2019-20,9666,1275,8391,86.8,104,57,54.8
PK in K-12 Schools,All Students,2020-21,9611,1233,8378,87.2,61,23,37.7
PK in K-12 Schools,All Students,2021-22,9573,1061,8512,88.9,72,28,38.9
